id_factura,id_cliente,periodo,id_plan,monto,fecha_vencimiento,fecha_pago,medio_pago
F557112,C3593,2025-09,P06,121726.57,2025-10-10,2025-10-12,Débito automático
F528759,C4509,2025-02,P04,63397.92,2025-03-10,2025-03-10,Transferencia
F538339,C1245,2025-05,P05,86449.26,2025-06-10,2025-06-19,Débito automático
F592360,C5892,2026-05,P02,44754.84,2026-06-10,2026-06-10,Tarjeta
F600729,C6123,2026-07,P02,45163.25,2026-08-10,2026-08-13,Débito automático
F521942,C1754,2025-01,P06,100501.28,2025-02-10,2025-02-10,Transferencia
F582157,C3487,2026-03,P01,29893.7,2026-04-10,2026-04-10,Débito automático
F549287,C4206,2025-07,P01,26421.29,2025-08-10,,
F562943,C5533,2025-10,P02,37580.08,2025-11-10,2025-11-10,Débito automático
F505546,C2314,2024-09,P05,74811.43,2024-10-10,2024-10-10,Débito automático
F580600,C1595,2026-03,P06,131556.72,2026-04-10,,
F560794,C3008,2025-10,P06,124278.49,2025-11-10,10/11/2025,Débito automático
F583799,C5519,2026-03,P02,42929.56,2026-04-10,2026-04-20,Mercado Pago
F561476,C3803,2025-10,P01,28331.43,2025-11-10,2025-11-10,Mercado Pago
F524187,C4126,2025-01,P02,32523.66,2025-02-10,2025-02-10,Débito automático
F531449,C2870,2025-03,P04,63032.07,2025-04-10,2025-04-10,Mercado Pago
F566626,C4948,2025-11,P03,53506.26,2025-12-10,2025-12-18,Transferencia
F571916,C1278,2026-01,P06,136682.04,2026-02-10,2026-02-10,Débito automático
F533447,C5035,2025-03,P04,62347.74,2025-04-10,2025-04-10,Efectivo / Sucursal
F565316,C3400,2025-11,P04,77519.57,2025-12-10,2025-12-12,Débito automático
F502389,C3389,2024-08,P02,29730.2,2024-09-10,2024-09-17,Efectivo / Sucursal
F549202,C4110,2025-07,P03,49325.13,2025-08-10,2025-08-10,Transferencia
F503077,C4077,2024-08,P03,42135.33,2024-09-10,,
F546920,C1525,2025-07,P01,26036.07,2025-08-10,2025-08-10,Transferencia
F579436,C5267,2026-02,P03,59267.49,2026-03-10,2026-03-10,Efectivo / Sucursal
F564124,C2017,2025-11,P04,71991.66,2025-12-10,,
F545137,C4206,2025-06,P01,25607.41,2025-07-10,2025-07-17,Mercado Pago
F581646,C2859,2026-03,P01,31408.56,2026-04-10,2026-04-14,Mercado Pago
F588537,C1104,2026-05,P01,33787.58,2026-06-10,10/06/2026,Débito automático
F532937,C4486,2025-03,P01,23638.49,2025-04-10,,
F551670,C2157,2025-08,P03,55627.39,2025-09-10,19/09/2025,Efectivo / Sucursal
F589210,C1930,2026-05,P02,46036.96,2026-06-10,,
F550290,C5349,2025-07,P01,26208.28,2025-08-10,,
F515293,C3635,2024-11,P03,42311.68,2024-12-10,11/12/2024,Mercado Pago
F521373,C1158,2025-01,P04,62576.45,2025-02-10,,
F599310,C4335,2026-07,P02,47356.67,2026-08-10,2026-08-10,Mercado Pago
F566508,C4816,2025-11,P02,38476.14,2025-12-10,2025-12-10,Transferencia
F543231,C2058,2025-06,P02,35058.41,2025-07-10,2025-07-10,Transferencia
F548677,C3500,2025-07,P01,25952.18,2025-08-10,,
F585994,C3077,2026-04,P04,90117.19,2026-05-10,,
F586137,C3260,2026-04,P04,87574.01,2026-05-10,,
F533740,C5349,2025-03,P01,23617.74,2025-04-10,2025-04-10,Débito automático
F524949,C4919,2025-01,P02,32110.03,2025-02-10,,
F544243,C3182,2025-06,P06,111946.0,2025-07-10,2025-07-10,Débito automático
F507330,C4116,2024-09,P04,57635.82,2024-10-10,2024-10-21,Débito automático
F557757,C4351,2025-09,P02,38376.02,2025-10-10,2025-10-10,Tarjeta
F542094,C5431,2025-05,P05,87344.24,2025-06-10,,
F522375,C2216,2025-01,P01,23998.33,2025-02-10,,
F591436,C4741,2026-05,P01,33951.38,2026-06-10,2026-06-10,Tarjeta
F541408,C4665,2025-05,P05,90372.83,2025-06-10,2025-06-12,Efectivo / Sucursal
F556539,C2936,2025-09,P02,38819.01,2025-10-10,2025-10-10,Débito automático
F550858,C1248,2025-08,P02,39239.66,2025-09-10,2025-09-10,Mercado Pago
F523240,C3117,2025-01,P05,80495.72,2025-02-10,,
F574036,C3775,2026-01,P05,103810.39,2026-02-10,2026-02-10,Transferencia
F519906,C4051,2024-12,P02,32166.19,2025-01-10,2025-01-13,Mercado Pago
F500565,C1565,2024-08,P01,22539.72,2024-09-10,2024-09-10,Débito automático
F576636,C1873,2026-02,P02,42127.32,2026-03-10,2026-03-10,Débito automático
F557237,C3738,2025-09,P06,125320.52,2025-10-10,2025-10-10,Débito automático
F512549,C5134,2024-10,P04,59202.97,2024-11-10,2024-11-10,Débito automático
F584752,C1559,2026-04,P01,34218.61,2026-05-10,2026-05-10,Débito automático
F518645,C2730,2024-12,P03,47156.1,2025-01-10,2025-01-10,Transferencia
F534154,C1240,2025-04,P04,67396.61,2025-05-10,2025-05-10,Transferencia
F596789,C1114,2026-07,P02,46191.09,2026-08-10,2026-08-14,Débito automático
F539090,C2072,2025-05,P02,36284.69,2025-06-10,2025-06-10,Transferencia
F520175,C4331,2024-12,P02,34005.95,2025-01-10,,
F504117,C5117,2024-08,P01,21662.58,2024-09-10,2024-09-10,Transferencia
F582641,C4076,2026-03,P02,42623.84,2026-04-10,2026-04-10,Efectivo / Sucursal
F564660,C2633,2025-11,P03,54132.39,2025-12-10,2025-12-10,Débito automático
F522544,C2391,2025-01,P01,24651.04,2025-02-10,2025-02-15,Transferencia
F589745,C2598,2026-05,P03,61649.4,2026-06-10,2026-06-10,Efectivo / Sucursal
F575062,C5019,2026-01,P01,32218.56,2026-02-10,,
F516559,C4938,2024-11,P01,21660.27,2024-12-10,2024-12-10,Transferencia
F502710,C3710,2024-08,P05,76362.91,2024-09-10,,
F584548,C1322,2026-04,P05,116406.2,2026-05-10,,
F529312,C5098,2025-02,P03,46166.51,2025-03-10,2025-03-10,Transferencia
F532160,C3637,2025-03,P05,83458.72,2025-04-10,2025-04-25,Débito automático
F584543,C1316,2026-04,P04,88725.22,2026-05-10,2026-05-10,Transferencia
F592887,C1379,2026-06,P06,145483.99,2026-07-10,2026-07-10,Mercado Pago
F515819,C4181,2024-11,P02,30240.7,2024-12-10,2024-12-10,Débito automático
F502914,C3914,2024-08,P04,58985.36,2024-09-10,2024-09-10,Tarjeta
F565906,C4106,2025-11,P03,55457.98,2025-12-10,10/12/2025,Mercado Pago
F590108,C3040,2026-05,P06,145614.35,2026-06-10,2026-06-12,Efectivo / Sucursal
F512879,C1144,2024-11,P01,21788.22,2024-12-10,2024-12-10,Transferencia
F556070,C2409,2025-09,P04,77314.75,2025-10-10,,
F569141,C2963,2025-12,P02,40359.12,2026-01-10,2026-01-10,Transferencia
F592290,C5815,2026-05,P01,34870.15,2026-06-10,2026-06-10,Débito automático
F537502,C4917,2025-04,P02,35064.91,2025-05-10,,
F596770,C1092,2026-07,P03,63689.72,2026-08-10,2026-08-10,Transferencia
F581465,C2641,2026-03,P03,59205.09,2026-04-10,,
F502902,C3902,2024-08,P05,77016.46,2024-09-10,2024-09-12,Transferencia
F593997,C2767,2026-06,P03,63635.55,2026-07-10,,
F535336,C2530,2025-04,P03,49638.13,2025-05-10,10/05/2025,Débito automático
F551147,C1567,2025-08,P02,38203.47,2025-09-10,,
F595256,C4374,2026-06,P02,46516.62,2026-07-10,,
F554364,C5243,2025-08,P02,38611.14,2025-09-10,2025-09-10,Débito automático
F571861,C1214,2026-01,P03,60687.0,2026-02-10,2026-02-10,Tarjeta
F588634,C1222,2026-05,P02,45204.45,2026-06-10,2026-06-22,Débito automático
F532363,C3866,2025-03,P01,23244.99,2025-04-10,2025-04-10,Débito automático
F570838,C4977,2025-12,P01,31134.18,2026-01-10,2026-01-10,Transferencia
F517893,C1945,2024-12,P04,64864.4,2025-01-10,10/01/2025,Tarjeta
F566050,C4276,2025-11,P01,28633.03,2025-12-10,2025-12-10,Transferencia
F565552,C3678,2025-11,P02,39787.02,2025-12-10,2025-12-14,Débito automático
F527698,C3371,2025-02,P05,80063.13,2025-03-10,2025-03-10,Mercado Pago
F521620,C1419,2025-01,P02,32146.89,2025-02-10,26/02/2025,Débito automático
F502722,C3722,2024-08,P03,42739.69,2024-09-10,2024-09-10,Mercado Pago
F520098,C4251,2024-12,P01,23592.87,2025-01-10,,
F520280,C4441,2024-12,P01,23910.02,2025-01-10,2025-01-10,Tarjeta
F552451,C3038,2025-08,P04,75224.36,2025-09-10,2025-09-10,Débito automático
F535120,C2300,2025-04,P01,25327.27,2025-05-10,10/05/2025,Débito automático
F510918,C3475,2024-10,P04,56583.47,2024-11-10,,
F593980,C2743,2026-06,P02,46517.5,2026-07-10,2026-07-10,Débito automático
F507133,C3917,2024-09,P01,23132.65,2024-10-10,,
F577328,C2700,2026-02,P02,42425.36,2026-03-10,2026-03-17,Transferencia
F534642,C1770,2025-04,P03,50562.17,2025-05-10,2025-05-10,Débito automático
F565559,C3686,2025-11,P03,53321.7,2025-12-10,2025-12-10,Mercado Pago
F582067,C3375,2026-03,P06,134315.28,2026-04-10,2026-04-14,Débito automático
F526570,C2175,2025-02,P03,45703.81,2025-03-10,2025-03-19,Mercado Pago
F542195,C5539,2025-05,P04,70374.88,2025-06-10,2025-06-11,Transferencia
F570384,C4449,2025-12,P06,130746.04,2026-01-10,2026-01-10,Tarjeta
F508798,C1312,2024-10,P01,21664.14,2024-11-10,12/11/2024,Transferencia
F557898,C4515,2025-09,P03,53830.02,2025-10-10,2025-10-10,Débito automático
F526536,C2139,2025-02,P03,44934.8,2025-03-10,2025-03-10,Efectivo / Sucursal
F590178,C3126,2026-05,P05,120298.15,2026-06-10,2026-06-10,Transferencia
F539232,C2232,2025-05,P05,89703.57,2025-06-10,2025-06-10,Transferencia
F578384,C3981,2026-02,P03,58404.19,2026-03-10,2026-03-10,Mercado Pago
F589647,C2483,2026-05,P01,33588.34,2026-06-10,2026-06-10,Mercado Pago
F562607,C5127,2025-10,P04,76374.7,2025-11-10,2025-11-10,Tarjeta
F594149,C2951,2026-06,P06,152789.99,2026-07-10,2026-07-10,Débito automático
F561092,C3353,2025-10,P03,54018.65,2025-11-10,2025-11-10,Débito automático
F550615,C5693,2025-07,P02,35408.02,2025-08-10,2025-08-10,Transferencia
F531452,C2873,2025-03,P04,64752.19,2025-04-10,2025-04-10,Tarjeta
F500753,C1753,2024-08,P04,56052.17,2024-09-10,,
F579443,C5274,2026-02,P04,80271.13,2026-03-10,2026-03-11,Efectivo / Sucursal
F579902,C5816,2026-02,P03,60090.49,2026-03-10,2026-03-10,Efectivo / Sucursal
F554867,C1046,2025-09,P02,39081.52,2025-10-10,2025-10-25,Tarjeta
F545278,C4367,2025-06,P02,36869.61,2025-07-10,2025-07-10,Transferencia
F587854,C5417,2026-04,P02,46718.53,2026-05-10,,
F515315,C3658,2024-11,P02,29375.07,2024-12-10,2024-12-10,Efectivo / Sucursal
F572816,C2341,2026-01,P02,41249.73,2026-02-10,2026-02-10,Débito automático
F556541,C2938,2025-09,P02,37887.48,2025-10-10,,
F573001,C2556,2026-01,P03,60464.04,2026-02-10,2026-02-10,Mercado Pago
F578789,C4476,2026-02,P02,42679.05,2026-03-10,2026-03-10,Débito automático
F575842,C5918,2026-01,P03,60997.27,2026-02-10,2026-02-10,Mercado Pago
F591973,C5430,2026-05,P03,64728.91,2026-06-10,,
F548531,C3331,2025-07,P03,49389.4,2025-08-10,2025-08-10,Débito automático
F530480,C1823,2025-03,P06,101612.26,2025-04-10,2025-04-10,Débito automático
F587824,C5381,2026-04,P02,45012.61,2026-05-10,2026-05-10,Transferencia
F548585,C3390,2025-07,P03,48734.33,2025-08-10,19/08/2025,Débito automático
F512436,C5021,2024-10,P02,29903.24,2024-11-10,2024-11-16,Mercado Pago
F566590,C4905,2025-11,P01,28066.07,2025-12-10,2025-12-10,Transferencia
F517056,C1077,2024-12,P04,62658.06,2025-01-10,10/01/2025,Transferencia
F506049,C2818,2024-09,P03,42085.75,2024-10-10,2024-10-10,Tarjeta
F573006,C2561,2026-01,P02,43018.01,2026-02-10,2026-02-10,Débito automático
F579665,C5558,2026-02,P02,41229.62,2026-03-10,2026-03-10,Transferencia
F581601,C2808,2026-03,P06,132408.19,2026-04-10,22/04/2026,Transferencia
F600650,C6041,2026-07,P01,33462.27,2026-08-10,,
F590472,C3508,2026-05,P02,45745.54,2026-06-10,13/06/2026,Débito automático
F580708,C1727,2026-03,P02,43193.89,2026-04-10,,
F535767,C3000,2025-04,P04,68200.82,2025-05-10,10/05/2025,Débito automático
F521777,C1580,2025-01,P04,63456.84,2025-02-10,27/02/2025,Transferencia
F541936,C5251,2025-05,P02,35790.89,2025-06-10,,
F572857,C2390,2026-01,P02,42895.99,2026-02-10,24/02/2026,Transferencia
F511563,C4134,2024-10,P02,30685.2,2024-11-10,2024-11-10,Débito automático
F564671,C2646,2025-11,P06,123974.93,2025-12-10,2025-12-10,Efectivo / Sucursal
F571602,C5864,2025-12,P01,30340.13,2026-01-10,10/01/2026,Efectivo / Sucursal
F505848,C2616,2024-09,P01,22103.41,2024-10-10,2024-10-10,Mercado Pago
F508855,C1372,2024-10,P02,29818.44,2024-11-10,2024-11-17,Mercado Pago
F588312,C5950,2026-04,P01,34889.63,2026-05-10,13/05/2026,Débito automático
F576597,C1827,2026-02,P02,41889.17,2026-03-10,,
F587010,C4348,2026-04,P01,33915.04,2026-05-10,,
F534090,C1173,2025-04,P03,49079.98,2025-05-10,,
F598385,C3126,2026-07,P05,118059.73,2026-08-10,2026-08-10,Débito automático
F575883,C5959,2026-01,P01,31299.16,2026-02-10,,
F574744,C4639,2026-01,P02,42398.96,2026-02-10,2026-02-10,Débito automático
F532057,C3527,2025-03,P03,46676.62,2025-04-10,2025-04-10,Mercado Pago
F502272,C3272,2024-08,P01,22093.31,2024-09-10,2024-09-10,Efectivo / Sucursal
F572875,C2409,2026-01,P04,82271.08,2026-02-10,2026-02-10,Tarjeta
F573909,C3617,2026-01,P03,59364.88,2026-02-10,18/02/2026,Débito automático
F519975,C4123,2024-12,P01,24957.96,2025-01-10,2025-01-10,Transferencia
F591126,C4330,2026-05,P02,46527.7,2026-06-10,2026-06-10,Débito automático
F581400,C2566,2026-03,P04,82370.13,2026-04-10,10/04/2026,Efectivo / Sucursal
F532088,C3561,2025-03,P03,45986.29,2025-04-10,2025-04-16,Transferencia
F588491,C1048,2026-05,P04,89476.36,2026-06-10,2026-06-14,Débito automático
F544308,C3260,2025-06,P04,70078.3,2025-07-10,2025-07-10,Débito automático
F598732,C3584,2026-07,P02,46834.35,2026-08-10,2026-08-10,Transferencia
F555218,C1440,2025-09,P01,28060.9,2025-10-10,,
F594468,C3361,2026-06,P01,33271.74,2026-07-10,,
F584692,C1494,2026-04,P03,63821.96,2026-05-10,2026-05-17,Débito automático
F571352,C5601,2025-12,P06,133132.61,2026-01-10,2026-01-10,Transferencia
F532871,C4415,2025-03,P05,81797.72,2025-04-10,,
F598886,C3788,2026-07,P04,88799.1,2026-08-10,12/08/2026,Transferencia
F507038,C3819,2024-09,P03,41234.4,2024-10-10,,
F550144,C5175,2025-07,P06,114150.99,2025-08-10,10/08/2025,Transferencia
F592238,C5753,2026-05,P06,150149.53,2026-06-10,2026-06-10,Débito automático
F568782,C2552,2025-12,P06,136213.0,2026-01-10,,
F564314,C2244,2025-11,P04,77734.43,2025-12-10,2025-12-10,Mercado Pago
F583436,C5058,2026-03,P03,59067.56,2026-04-10,10/04/2026,Débito automático
F561842,C4232,2025-10,P06,119009.72,2025-11-10,2025-11-10,Transferencia
F518752,C2838,2024-12,P03,45343.59,2025-01-10,2025-01-18,Mercado Pago
F568375,C2078,2025-12,P02,42867.39,2026-01-10,,
F529079,C4847,2025-02,P01,23125.86,2025-03-10,2025-03-10,Débito automático
F543811,C2700,2025-06,P02,35530.71,2025-07-10,2025-07-17,Efectivo / Sucursal
F539123,C2109,2025-05,P03,50941.92,2025-06-10,10/06/2025,Débito automático
F519982,C4131,2024-12,P06,103653.44,2025-01-10,,
F592744,C1201,2026-06,P06,143655.34,2026-07-10,2026-07-10,Transferencia
F595854,C5160,2026-06,P03,65312.19,2026-07-10,2026-07-13,Débito automático
F554590,C5513,2025-08,P04,74820.88,2025-09-10,2025-09-13,Débito automático
F596400,C5843,2026-06,P04,85827.01,2026-07-10,2026-07-10,Débito automático
F525370,C5360,2025-01,P04,65242.87,2025-02-10,2025-02-10,Débito automático
F545922,C5087,2025-06,P06,112579.1,2025-07-10,11/07/2025,Mercado Pago
F513949,C2252,2024-11,P01,22596.36,2024-12-10,2024-12-10,Transferencia
F547254,C1894,2025-07,P03,50041.83,2025-08-10,2025-08-10,Transferencia
F553057,C3730,2025-08,P02,38001.76,2025-09-10,10/09/2025,Débito automático
F579434,C5265,2026-02,P05,108644.33,2026-03-10,,
F518798,C2888,2024-12,P03,47337.4,2025-01-10,2025-01-10,Transferencia
F593800,C2526,2026-06,P01,34328.5,2026-07-10,10/07/2026,Mercado Pago
F543023,C1822,2025-06,P02,36327.85,2025-07-10,2025-07-11,Transferencia
F518628,C2713,2024-12,P03,45373.87,2025-01-10,2025-01-10,Tarjeta
F512239,C4819,2024-10,P02,29431.4,2024-11-10,2024-11-12,Mercado Pago
F573919,C3629,2026-01,P03,60195.69,2026-02-10,,
F528552,C4290,2025-02,P02,31939.92,2025-03-10,2025-03-13,Débito automático
F592874,C1362,2026-06,P05,117713.03,2026-07-10,2026-07-10,Tarjeta
F559094,C1073,2025-10,P04,74639.74,2025-11-10,,
F513037,C1307,2024-11,P02,29785.2,2024-12-10,14/12/2024,Transferencia
F521667,C1467,2025-01,P01,24558.73,2025-02-10,2025-02-10,Débito automático
F536609,C3942,2025-04,P02,36281.54,2025-05-10,2025-05-10,Efectivo / Sucursal
F565363,C3462,2025-11,P01,28962.95,2025-12-10,2025-12-10,Efectivo / Sucursal
F581560,C2758,2026-03,P06,135623.34,2026-04-10,,
F531642,C3077,2025-03,P04,61795.31,2025-04-10,2025-04-10,Transferencia
F578326,C3913,2026-02,P01,31342.0,2026-03-10,2026-03-12,Tarjeta
F514005,C2308,2024-11,P03,41885.61,2024-12-10,2024-12-10,Débito automático
F588941,C1596,2026-05,P01,33617.91,2026-06-10,2026-06-10,Débito automático
F558912,C5680,2025-09,P01,29208.39,2025-10-10,10/10/2025,Tarjeta
F593202,C1769,2026-06,P05,115484.05,2026-07-10,,
F534116,C1201,2025-04,P06,113208.57,2025-05-10,2025-05-22,Débito automático
F597616,C2152,2026-07,P02,45558.13,2026-08-10,10/08/2026,Efectivo / Sucursal
F567065,C5485,2025-11,P02,38522.15,2025-12-10,2025-12-11,Tarjeta
F537185,C4574,2025-04,P02,35616.27,2025-05-10,2025-05-10,Débito automático
F562080,C4512,2025-10,P03,55135.47,2025-11-10,2025-11-10,Mercado Pago
F501371,C2371,2024-08,P02,30584.47,2024-09-10,2024-09-14,Transferencia
F599259,C4272,2026-07,P01,34242.42,2026-08-10,2026-08-10,Débito automático
F546938,C1543,2025-07,P06,112812.56,2025-08-10,2025-08-13,Transferencia
F584314,C1040,2026-04,P03,63917.33,2026-05-10,2026-05-10,Efectivo / Sucursal
F543734,C2614,2025-06,P02,35477.85,2025-07-10,2025-07-10,Transferencia
F518787,C2876,2024-12,P01,24589.87,2025-01-10,24/01/2025,Transferencia
F573924,C3636,2026-01,P04,81464.1,2026-02-10,16/02/2026,Tarjeta
F545165,C4238,2025-06,P03,49661.46,2025-07-10,2025-07-17,Mercado Pago
F530554,C1907,2025-03,P02,32551.85,2025-04-10,2025-04-10,Efectivo / Sucursal
F554731,C5659,2025-08,P02,39049.84,2025-09-10,10/09/2025,Débito automático
F557054,C3528,2025-09,P02,38646.59,2025-10-10,2025-10-10,Débito automático
F552518,C3114,2025-08,P05,98527.59,2025-09-10,,
F561781,C4163,2025-10,P05,97887.53,2025-11-10,2025-11-10,Mercado Pago
F586454,C3643,2026-04,P01,34122.62,2026-05-10,10/05/2026,Débito automático
F587944,C5534,2026-04,P06,141694.0,2026-05-10,2026-05-10,Débito automático
F555491,C1744,2025-09,P05,95149.49,2025-10-10,,
F553005,C3670,2025-08,P04,74322.88,2025-09-10,2025-09-10,Efectivo / Sucursal
F502404,C3404,2024-08,P03,42219.34,2024-09-10,10/09/2024,Débito automático
F515115,C3454,2024-11,P06,96908.42,2024-12-10,2024-12-10,Débito automático
F551282,C1718,2025-08,P03,53933.75,2025-09-10,2025-09-25,Transferencia
F587361,C4796,2026-04,P04,89304.33,2026-05-10,,
F551436,C1892,2025-08,P05,97308.38,2025-09-10,,
F580942,C2006,2026-03,P01,31785.77,2026-04-10,2026-04-10,Efectivo / Sucursal
F529643,C5442,2025-02,P05,82472.07,2025-03-10,2025-03-10,Mercado Pago
F594052,C2833,2026-06,P05,121703.86,2026-07-10,2026-07-13,Transferencia
F512903,C1170,2024-11,P01,22746.53,2024-12-10,2024-12-12,Transferencia
F579942,C5858,2026-02,P02,40351.83,2026-03-10,2026-03-10,Efectivo / Sucursal
F516250,C4622,2024-11,P02,29612.32,2024-12-10,2024-12-10,Débito automático
F519243,C3351,2024-12,P03,45970.09,2025-01-10,2025-01-10,Débito automático
F569973,C3955,2025-12,P03,58636.54,2026-01-10,2026-01-11,Débito automático
F544241,C3180,2025-06,P06,114951.46,2025-07-10,10/07/2025,Débito automático
F512332,C4914,2024-10,P06,98021.38,2024-11-10,2024-11-10,Efectivo / Sucursal
F550179,C5213,2025-07,P03,49957.95,2025-08-10,2025-08-10,Tarjeta
F544578,C3562,2025-06,P03,49734.66,2025-07-10,2025-07-15,Débito automático
F510826,C3378,2024-10,P03,42475.86,2024-11-10,2024-11-10,Mercado Pago
F505443,C2211,2024-09,P03,41801.4,2024-10-10,,
F544031,C2946,2025-06,P04,66646.47,2025-07-10,2025-07-15,Débito automático
F593505,C2144,2026-06,P02,46386.89,2026-07-10,16/07/2026,Débito automático
F584404,C1151,2026-04,P02,46617.03,2026-05-10,2026-05-10,Mercado Pago
F539591,C2619,2025-05,P02,36298.85,2025-06-10,2025-06-10,Tarjeta
F520275,C4435,2024-12,P01,24050.4,2025-01-10,10/01/2025,Débito automático
F596268,C5691,2026-06,P02,47014.95,2026-07-10,2026-07-12,Débito automático
F575023,C4966,2026-01,P02,41622.2,2026-02-10,2026-02-17,Efectivo / Sucursal
F533009,C4565,2025-03,P01,24337.08,2025-04-10,25/04/2025,Transferencia
F520929,C5109,2024-12,P06,104991.17,2025-01-10,2025-01-10,Tarjeta
F576213,C1374,2026-02,P02,41285.7,2026-03-10,2026-03-10,Efectivo / Sucursal
F547514,C2192,2025-07,P04,67499.54,2025-08-10,2025-08-10,Débito automático
F543943,C2852,2025-06,P01,26186.13,2025-07-10,2025-07-14,Débito automático
F548775,C3606,2025-07,P02,35841.3,2025-08-10,,
F547686,C2387,2025-07,P04,70804.03,2025-08-10,2025-08-10,Débito automático
F593114,C1661,2026-06,P02,47684.27,2026-07-10,2026-07-10,Débito automático
F590845,C3977,2026-05,P02,47866.84,2026-06-10,2026-06-26,Mercado Pago
F506267,C3037,2024-09,P05,74850.58,2024-10-10,2024-10-10,Tarjeta
F598504,C3285,2026-07,P02,46083.08,2026-08-10,2026-08-10,Débito automático
F505605,C2373,2024-09,P03,42641.26,2024-10-10,2024-10-10,Mercado Pago
F586172,C3303,2026-04,P03,62126.31,2026-05-10,,
F525718,C1263,2025-02,P05,81991.61,2025-03-10,2025-03-10,Débito automático
F521539,C1333,2025-01,P01,23287.58,2025-02-10,2025-02-13,Débito automático
F536975,C4344,2025-04,P05,93628.57,2025-05-10,10/05/2025,Débito automático
F599493,C4583,2026-07,P01,34670.3,2026-08-10,2026-08-10,Efectivo / Sucursal
F565053,C3095,2025-11,P01,28388.21,2025-12-10,2025-12-22,Tarjeta
F569066,C2875,2025-12,P03,59355.47,2026-01-10,2026-01-10,Tarjeta
F589645,C2481,2026-05,P01,34834.5,2026-06-10,2026-06-10,Mercado Pago
F520900,C5080,2024-12,P02,32147.44,2025-01-10,2025-01-10,Efectivo / Sucursal
F552127,C2670,2025-08,P03,55559.27,2025-09-10,2025-09-10,Débito automático
F550098,C5124,2025-07,P04,69215.5,2025-08-10,2025-08-10,Mercado Pago
F556376,C2751,2025-09,P01,29456.13,2025-10-10,10/10/2025,Mercado Pago
F570037,C4033,2025-12,P01,31473.44,2026-01-10,2026-01-10,Transferencia
F525542,C1080,2025-02,P03,44537.34,2025-03-10,2025-03-10,Mercado Pago
